ID,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,SOURCE TYPE,FREQUENCY,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,LEVEL
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT NVP INFANT,NA,REG MATERNITY,Register,MONTHLY,Number of infants treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG MATERNITY,Register,MONTHLY,Pregnant Women on ART,NA,Maternity Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,TREAT ART PREGNANT,NA,REG ANC,Register,MONTHLY,Pregnant Women on ART,NA,Antenatal Care Register,Facility
3111A,DH,Linkage,MI,NA,REG LINKAGE,Register,MI,Missing Information,NA,Linkage Register,Facility
3111A,DH,Linkage,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
3111A,DH,Linkage,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
3111A,DH,Linkage,TREAT ART,NA,REG HTC,Register,MONTHLY,Treatment ART,NA,HIV Testing and Counseling Register,Facility
3111A,DH,Linkage,TREAT ART,NA,REG HTC,Register,MONTHLY,Treatment ART,NA,HIV Testing and Counseling Register,Facility
3111A,DH,Linkage,REFER,NA,REG HTC,Register,MONTHLY,Referral,NA,HIV Testing and Counseling Register,Facility
3111A,DH,Linkage,REFER,NA,REG HTC,Register,MONTHLY,Referral,NA,HIV Testing and Counseling Register,Facility
3111A,DH,Linkage,CD4COUNT,NA,REG HTC,Register,MONTHLY,CD4 Count,NA,HIV Testing and Counseling Register,Facility
3111A,DH,Linkage,CD4COUNT,NA,REG HTC,Register,MONTHLY,CD4 Count,NA,HIV Testing and Counseling Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,FPUSER HIVPOS WOMEN,NA,REG FP,Register,MONTHLY,HIV Positive Women Using FP Method,NA,Family Planning Register,Facility
3111A,DH,Linkage,INTEGRATE,NA,REG TB,Register,QUARTERLY,Integrate Services,NA,Tuberculosis Register,Facility
3111A,DH,Linkage,INTEGRATE,NA,REG TB,Register,QUARTERLY,Integrate Services,NA,Tuberculosis Register,Facility
3111A,DH,Linkage,INTEGRATE,NA,REG TB,Register,QUARTERLY,Integrate Services,NA,Tuberculosis Register,Facility
3111A,DH,Linkage,INTEGRATE,NA,REG TB,Register,QUARTERLY,Integrate Services,NA,Tuberculosis Register,Facility
3111A,DH,Linkage,INTEGRATE,NA,REG TB,Register,QUARTERLY,Integrate Services,NA,Tuberculosis Register,Facility
3111A,DH,Linkage,INTEGRATE,NA,REG TB,Register,QUARTERLY,Integrate Services,NA,Tuberculosis Register,Facility
3111A,DH,Retention,ATTENDCLIN,NA,REG PATDIARY,Register,DAILY,Client Attend Clinic Daily,NA,Patient Diary,Facility
3111A,DH,Retention,ATTENDCLIN,NA,REG PATDIARY,Register,DAILY,Client Attend Clinic Daily,NA,Patient Diary,Facility
3111A,DH,Retention,ATTENDCLIN,NA,REG PATDIARY,Register,DAILY,Client Attend Clinic Daily,NA,Patient Diary,Facility
3111A,DH,Retention,ATTENDCLIN,NA,REG PATDIARY,Register,DAILY,Client Attend Clinic Daily,NA,Patient Diary,Facility
3111A,DH,Retention,DEFAULT,NA,SYS EMR,Electronic System,MONTHLY,Defaulters,NA,EMR,Facility
3111A,DH,Retention,DEFAULT,NA,SYS EMR,Electronic System,MONTHLY,Defaulters,NA,EMR,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,HIVEXPO CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children exposed to HIV,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,TREAT NVP CHILD,NA,REG MATERNITY,Register,MONTHLY,Number of children treated with Nevirapine,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
3111A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,MONTHLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
