ID,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,SOURCE TYPE,FREQUENCY,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,LEVEL
2201A,DM,Retention,TEST HIVPOS PREGNANT,FOLLOWUP,OFF HIVUNIT,Program Office or Location,QUARTERLY,Number of pregnant women tested HIV positive,Default Followup,HIV/AIDS Unit,District
2201A,DM,Retention,TEST HIVPOS MOTHER,FOLLOWUP,OFF HMIS,Program Office or Location,QUARTERLY,Mothers Tested HIV Positive,Default Followup,Health Management Information System Office,District
2201A,DM,Retention,TEST HIVPOS MOTHER,FOLLOWUP,OFF HMIS,Program Office or Location,QUARTERLY,Mothers Tested HIV Positive,Default Followup,Health Management Information System Office,District
2201A,DM,Retention,TEST HIVPOS MOTHER,FOLLOWUP,OFF HMIS,Program Office or Location,QUARTERLY,Mothers Tested HIV Positive,Default Followup,Health Management Information System Office,District
2201A,DM,Retention,TEST HIVPOS MOTHER,FOLLOWUP,OFF HIVUNIT,Program Office or Location,QUARTERLY,Mothers Tested HIV Positive,Default Followup,HIV/AIDS Unit,District
2201A,DM,Retention,TEST HIVPOS MOTHER,FOLLOWUP,OFF HIVUNIT,Program Office or Location,QUARTERLY,Mothers Tested HIV Positive,Default Followup,HIV/AIDS Unit,District
2201A,DM,Retention,TEST HIVPOS MOTHER,FOLLOWUP,OFF HIVUNIT,Program Office or Location,QUARTERLY,Mothers Tested HIV Positive,Default Followup,HIV/AIDS Unit,District
2201A,DM,VMMC,VMMC CIRCUMCISED,TARGET,OFF HMIS,Program Office or Location,MONTH Q,VMMC Circumcised,Set Targets,Health Management Information System Office,District
2201A,DM,VMMC,VMMC CIRCUMCISED,TARGET,OFF HMIS,Program Office or Location,MONTH Q,VMMC Circumcised,Set Targets,Health Management Information System Office,District
2201A,DM,VMMC,VMMC CIRCUMCISED,PROGPERFORM,OFF HMIS,Program Office or Location,MONTH Q,VMMC Circumcised,Program Performance,Health Management Information System Office,District
2201A,DM,VMMC,VMMC CIRCUMCISED,PROGPERFORM,OFF HMIS,Program Office or Location,MONTH Q,VMMC Circumcised,Program Performance,Health Management Information System Office,District
2201A,DM,PMTCT,TEST HIVPOS MOTHER,FOLLOWUP,OFF HMIS,Program Office or Location,QUARTERLY,Mothers Tested HIV Positive,Default Followup,Health Management Information System Office,District
2201A,DM,PMTCT,DEFAULT,FOLLOWUP,PER COOR HMIS,Person,QUARTERLY,Defaulters,Default Followup,HMIS Coordinator,District
2201A,DM,PMTCT,DEFAULT,FOLLOWUP,PER COUNS HSA,Person,QUARTERLY,Defaulters,Default Followup,HSA Counselor,District
2201A,DM,Resource targeting,TREAT ART,PRIORITIZE RESOURCE,OFF HTC,Program Office or Location,WEEKLY,Treatment ART,Resource Prioritization,HIV Testing and Counseling Office,District
2201A,DM,Resource targeting,TREAT ART,PRIORITIZE RESOURCE,RPT FACILITY,Report,WEEKLY,Treatment ART,Resource Prioritization,Faciltiy Report,District
2201A,DM,Performance management,MI,DESIGN,MI,NA,QUARTERLY,Missing Information,Program Design,Missing Information,District
2201A,DM,Program Efficiency,PARTNERSUP,INNOVATE,PER DMIS,Person,QUARTERLY,Partners Supplement DHO Effort,Innovate,District Management Information System,District
2201A,DM,Program Efficiency,PARTNERSUP,INNOVATE,PER DMIS,Person,QUARTERLY,Partners Supplement DHO Effort,Innovate,District Management Information System,District
2201A,DM,Program Efficiency,PARTNERSUP,INNOVATE,PER COOR,Person,QUARTERLY,Partners Supplement DHO Effort,Innovate,Coordinator,District
2201A,DM,Program Efficiency,PARTNERSUP,INNOVATE,PER COOR,Person,QUARTERLY,Partners Supplement DHO Effort,Innovate,Coordinator,District
2201A,DM,Program Efficiency,PARTNERSUP,RESMOB,PER DMIS,Person,QUARTERLY,Partners Supplement DHO Effort,Resource Mobilization,District Management Information System,District
2201A,DM,Program Efficiency,PARTNERSUP,RESMOB,PER DMIS,Person,QUARTERLY,Partners Supplement DHO Effort,Resource Mobilization,District Management Information System,District
2201A,DM,Program Efficiency,PARTNERSUP,RESMOB,PER COOR,Person,QUARTERLY,Partners Supplement DHO Effort,Resource Mobilization,Coordinator,District
2201A,DM,Program Efficiency,PARTNERSUP,RESMOB,PER COOR,Person,QUARTERLY,Partners Supplement DHO Effort,Resource Mobilization,Coordinator,District
2202A,DM,HTC,YOUTH,LOBBY,PER COUNS,Person,ASNEED,Target Population Youth,Lobby,Counselor,District
2202A,DM,HTC,YOUTH,LOBBY,PER COUNS,Person,ASNEED,Target Population Youth,Lobby,Counselor,District
2202A,DM,HTC,YOUTH,LOBBY,PER COUNS,Person,ASNEED,Target Population Youth,Lobby,Counselor,District
2202A,DM,HTC,YOUTH,LOBBY,PER COUNS,Person,ASNEED,Target Population Youth,Lobby,Counselor,District
2202A,DM,HTC,YOUTH,LOBBY,MEETING,Meeting or group,ASNEED,Target Population Youth,Lobby,Meeting,District
2202A,DM,HTC,YOUTH,LOBBY,MEETING,Meeting or group,ASNEED,Target Population Youth,Lobby,Meeting,District
2202A,DM,HTC,YOUTH,LOBBY,MEETING,Meeting or group,ASNEED,Target Population Youth,Lobby,Meeting,District
2202A,DM,HTC,YOUTH,LOBBY,MEETING,Meeting or group,ASNEED,Target Population Youth,Lobby,Meeting,District
2202A,DM,HTC,TEST HIVPOS,LOBBY,PER COUNS,Person,ASNEED,Test HIV Positive,Lobby,Counselor,District
2202A,DM,HTC,TEST HIVPOS,LOBBY,PER COUNS,Person,ASNEED,Test HIV Positive,Lobby,Counselor,District
2202A,DM,HTC,TEST HIVPOS,LOBBY,PER COUNS,Person,ASNEED,Test HIV Positive,Lobby,Counselor,District
2202A,DM,HTC,TEST HIVPOS,LOBBY,PER COUNS,Person,ASNEED,Test HIV Positive,Lobby,Counselor,District
2202A,DM,HTC,POPULATION,LOBBY,PER COUNS,Person,ASNEED,Population,Lobby,Counselor,District
2202A,DM,HTC,POPULATION,LOBBY,PER COUNS,Person,ASNEED,Population,Lobby,Counselor,District
2202A,DM,HTC,POPULATION,LOBBY,PER COUNS,Person,ASNEED,Population,Lobby,Counselor,District
2202A,DM,HTC,POPULATION,LOBBY,PER COUNS,Person,ASNEED,Population,Lobby,Counselor,District
2202A,DM,Linkage,TEST HIV,REFER,PER COOR HTC,Person,MONTHLY,Test HIV,Referral,HTC Coordinator,District
2202A,DM,Linkage,TEST HIV,REFER,PER COOR HTC,Person,MONTHLY,Test HIV,Referral,HTC Coordinator,District
2202A,DM,Linkage,TEST HIV,REFER,PER COOR HTC,Person,MONTHLY,Test HIV,Referral,HTC Coordinator,District
2202A,DM,Linkage,TEST HIV,REFER,PER COOR HTC,Person,MONTHLY,Test HIV,Referral,HTC Coordinator,District
2202A,DM,Linkage,TREAT,REFER,PER COOR HTC,Person,MONTHLY,Patients Treated,Referral,HTC Coordinator,District
2202A,DM,Linkage,TREAT,REFER,PER COOR HTC,Person,MONTHLY,Patients Treated,Referral,HTC Coordinator,District
2202A,DM,Linkage,TREAT,REFER,PER COOR HTC,Person,MONTHLY,Patients Treated,Referral,HTC Coordinator,District
2202A,DM,Linkage,TREAT,REFER,PER COOR HTC,Person,MONTHLY,Patients Treated,Referral,HTC Coordinator,District
2202A,DM,Linkage,REFER,REFER,PER COOR HTC,Person,MONTHLY,Referral,Referral,HTC Coordinator,District
2202A,DM,Linkage,REFER,REFER,PER COOR HTC,Person,MONTHLY,Referral,Referral,HTC Coordinator,District
2202A,DM,Linkage,REFER,REFER,PER COOR HTC,Person,MONTHLY,Referral,Referral,HTC Coordinator,District
2202A,DM,Linkage,REFER,REFER,PER COOR HTC,Person,MONTHLY,Referral,Referral,HTC Coordinator,District
2202A,DM,Linkage,TEST HIVPOS,REFER,PER COOR HTC,Person,MONTHLY,Test HIV Positive,Referral,HTC Coordinator,District
2202A,DM,Linkage,TEST HIVPOS,REFER,PER COOR HTC,Person,MONTHLY,Test HIV Positive,Referral,HTC Coordinator,District
2202A,DM,Linkage,TEST HIVPOS,REFER,PER COOR HTC,Person,MONTHLY,Test HIV Positive,Referral,HTC Coordinator,District
2202A,DM,Linkage,TEST HIVPOS,REFER,PER COOR HTC,Person,MONTHLY,Test HIV Positive,Referral,HTC Coordinator,District
2202A,DM,Retention,DEFAULT,FOLLOWUP,PARTNER CBO,External Partner,ASNEED,Defaulters,Default Followup,Community Based Organization,District
2202A,DM,VMMC,VMMC CIRCUMCISED,DQ,PER COUNS,Person,ASNEED,VMMC Circumsied by 1 Doctor,Data Quality Check,Counselor,District
2202A,DM,VMMC,VMMC CIRCUMCISED,DQ,PER COUNS,Person,ASNEED,VMMC Circumsied by 1 Doctor,Data Quality Check,Counselor,District
2202A,DM,VMMC,VMMC CIRCUMCISED,NONE,PER COUNS,Person,ASNEED,VMMC Circumsied by 1 Doctor,Not Transmitted,Counselor,District
2202A,DM,VMMC,VMMC CIRCUMCISED,NONE,PER COUNS,Person,ASNEED,VMMC Circumsied by 1 Doctor,Not Transmitted,Counselor,District
2202A,DM,Resource targeting,REACH,MOBILECLINIC,OFF DHO,Program Office or Location,DAILY,Hard To Reach Areas,Mobile Clinic,District Health Office,District
2202A,DM,Resource targeting,REACH,MOBILECLINIC,OFF DHO,Program Office or Location,DAILY,Hard To Reach Areas,Mobile Clinic,District Health Office,District
2202A,DM,Resource targeting,DISTANCE,MOBILECLINIC,OFF DHO,Program Office or Location,DAILY,Distance To Health Facility,Mobile Clinic,District Health Office,District
2202A,DM,Resource targeting,DISTANCE,MOBILECLINIC,OFF DHO,Program Office or Location,DAILY,Distance To Health Facility,Mobile Clinic,District Health Office,District
2202A,DM,Resource targeting,DISTANCE,MOBILECLINIC,OFF DHO,Program Office or Location,DAILY,Distance To Health Facility,Mobile Clinic,District Health Office,District
2202A,DM,Resource targeting,DISTANCE,MOBILECLINIC,OFF DHO,Program Office or Location,DAILY,Distance To Health Facility,Mobile Clinic,District Health Office,District
2202A,DM,Program Efficiency,MI,BUDGET,MEETING,Meeting or group,ANNUAL,Missing Information,Facility or Regional Budget,Meeting,District
2202A,DM,Program Efficiency,MI,BUDGET,MEETING,Meeting or group,ANNUAL,Missing Information,Facility or Regional Budget,Meeting,District
2205A,DM,Drugs,MI,DRUG SUPPLY,MI,NA,QUARTERLY,Missing Information,Drug Supply,Missing Information,District
2205A,DM,Drugs,MI,DRUG SUPPLY,MI,NA,QUARTERLY,Missing Information,Drug Supply,Missing Information,District
2205A,DM,HTC,TEST,NONE,OFF HMIS,Program Office or Location,ASNEED,Number of individuals tested,Not Transmitted,Health Management Information System Office,District
2205A,DM,HTC,TEST HIVPOS,NONE,OFF HMIS,Program Office or Location,ASNEED,Test HIV Positive,Not Transmitted,Health Management Information System Office,District
2205A,DM,HTC,TREAT ART,NONE,OFF HMIS,Program Office or Location,ASNEED,Treatment ART,Not Transmitted,Health Management Information System Office,District
2205A,DM,Linkage,TREAT ART,UPTAKE,OFF HTC,Program Office or Location,QUARTERLY,Treatment ART,Increase Uptake/Demand Creation,HIV Testing and Counseling Office,District
2205A,DM,Linkage,TREAT ART,UPTAKE,OFF HMIS,Program Office or Location,QUARTERLY,Treatment ART,Increase Uptake/Demand Creation,Health Management Information System Office,District
2205A,DM,Linkage,TEST HIV,UPTAKE,OFF HTC,Program Office or Location,QUARTERLY,Test HIV,Increase Uptake/Demand Creation,HIV Testing and Counseling Office,District
2205A,DM,Linkage,TEST HIV,UPTAKE,OFF HMIS,Program Office or Location,QUARTERLY,Test HIV,Increase Uptake/Demand Creation,Health Management Information System Office,District
2205A,DM,Linkage,TREAT,UPTAKE,OFF HTC,Program Office or Location,QUARTERLY,Patients Treated,Increase Uptake/Demand Creation,HIV Testing and Counseling Office,District
2205A,DM,Linkage,TREAT,UPTAKE,OFF HMIS,Program Office or Location,QUARTERLY,Patients Treated,Increase Uptake/Demand Creation,Health Management Information System Office,District
2205A,DM,Retention,DEFAULT,FOLLOWUP,REG ART,Register,QUARTERLY,Defaulters,Default Followup,Anti-Retroviral Treatment Register,District
2205A,DM,PMTCT,TEST HIV MOTHER,FOLLOWUP,REG EID,Register,SUPVISIT,Number of mothers tested for HIV,Default Followup,Early Infant Diagnosis Register,District
2205A,DM,PMTCT,TEST HIV MOTHER,FOLLOWUP,REG EID,Register,SUPVISIT,Number of mothers tested for HIV,Default Followup,Early Infant Diagnosis Register,District
2205A,DM,PMTCT,DEFAULT MOTHER,FOLLOWUP,REG EID,Register,SUPVISIT,Number of mothers that default,Default Followup,Early Infant Diagnosis Register,District
2205A,DM,PMTCT,DEFAULT MOTHER,FOLLOWUP,REG EID,Register,SUPVISIT,Number of mothers that default,Default Followup,Early Infant Diagnosis Register,District
2205A,DM,Resource targeting,CASELOAD,DRUG SUPPLY,REG ART,Register,ASNEED,Caseload,Drug Supply,Anti-Retroviral Treatment Register,District
2205A,DM,Resource targeting,DELIVERY,DRUG SUPPLY,REG ART,Register,ASNEED,Daily Delivery,Drug Supply,Anti-Retroviral Treatment Register,District
2205A,DM,Performance management,PROGPERFORM,PROGPERFORM,RPT,Report,QUARTERLY,Program Performance,Program Performance,Report,District
2205A,DM,Performance management,PROGPERFORM,PROGPERFORM,RPT,Report,QUARTERLY,Program Performance,Program Performance,Report,District
2205A,DM,Performance management,PROGPERFORM,PROGPERFORM,MEETING,Meeting or group,QUARTERLY,Program Performance,Program Performance,Meeting,District
2205A,DM,Performance management,PROGPERFORM,PROGPERFORM,MEETING,Meeting or group,QUARTERLY,Program Performance,Program Performance,Meeting,District
2205A,DM,Program Efficiency,MI,PRIORITIZE RESOURCE,MEETING,Meeting or group,MI,Missing Information,Resource Prioritization,Meeting,District
2206A,DM,Drugs,DRUG CONSUMP,NONE,CARD STOCK,Register,MONTHLY,Drug Consumption,Not Transmitted,Stock Card,District
2206A,DM,Drugs,DRUG SUPPLY,NONE,CARD STOCK,Register,MONTHLY,Drug Supply,Not Transmitted,Stock Card,District
2206A,DM,Drugs,DRUG SUPPLY,NONE,CARD STOCK,Register,MONTHLY,Drug Supply,Not Transmitted,Stock Card,District
2207A,DM,Drugs,TEST HIV,TREATINIT,REG HTC,Register,MONTHLY,Test HIV,Treatment Initiation,HIV Testing and Counseling Register,District
2207A,DM,Drugs,TEST CD4COUNT,TREATINIT,REG HTC,Register,MONTHLY,Test CD4 Count,Treatment Initiation,HIV Testing and Counseling Register,District
2207A,DM,Drugs,TREAT,TREATINIT,REG HTC,Register,MONTHLY,Patients Treated,Treatment Initiation,HIV Testing and Counseling Register,District
2207A,DM,Drugs,TEST HIVPOS,TREATINIT,REG HTC,Register,MONTHLY,Test HIV Positive,Treatment Initiation,HIV Testing and Counseling Register,District
2207A,DM,HTC,TEST HIVPOS,SENS,OFF HMIS,Program Office or Location,MONTHLY,Test HIV Positive,Sensitization,Health Management Information System Office,District
2207A,DM,HTC,TEST HIVNEG,SENS,OFF HMIS,Program Office or Location,MONTHLY,Test HIV Negative,Sensitization,Health Management Information System Office,District
2207A,DM,Linkage,TEST HIVPOS,REFER,RPT LABORATORY,Report,QUARTERLY,Test HIV Positive,Referral,Laboratory Report,District
2207A,DM,Linkage,TEST HIVPOS,REFER,RPT HTC,Report,QUARTERLY,Test HIV Positive,Referral,HTC Report,District
2207A,DM,PMTCT,TEST HIVPOS PREGNANT,CASELOAD,RPT LABORATORY,Report,2XWEEK,Number of pregnant women tested HIV positive,Caseload,Laboratory Report,District
2207A,DM,PMTCT,TEST HIVPOS PREGNANT,CASELOAD,RPT LABORATORY,Report,2XWEEK,Number of pregnant women tested HIV positive,Caseload,Laboratory Report,District
2207A,DM,PMTCT,TEST HIVPOS PREGNANT,CASELOAD,RPT LABORATORY,Report,2XWEEK,Number of pregnant women tested HIV positive,Caseload,Laboratory Report,District
2207A,DM,PMTCT,SAMPLE,CASELOAD,RPT LABORATORY,Report,2XWEEK,Sample Sent To Facility,Caseload,Laboratory Report,District
2207A,DM,PMTCT,SAMPLE,CASELOAD,RPT LABORATORY,Report,2XWEEK,Sample Sent To Facility,Caseload,Laboratory Report,District
2207A,DM,PMTCT,SAMPLE,CASELOAD,RPT LABORATORY,Report,2XWEEK,Sample Sent To Facility,Caseload,Laboratory Report,District
2207A,DM,Resource targeting,TEST,DRUG SUPPLY,OFF HIVDEP,Program Office or Location,QUARTERLY,Number of individuals tested,Drug Supply,HIV Department,District
2207A,DM,Performance management,TEST CD4COUNT,FACPERFORM,REG EID,Register,MONTH Q,Test CD4 Count,Facility Performance,Early Infant Diagnosis Register,District
2207A,DM,Performance management,TEST CD4COUNT,FACPERFORM,REG VIRAL,Register,MONTH Q,Test CD4 Count,Facility Performance,Viral Load Register,District
2207A,DM,Performance management,TEST CD4COUNT,FACPERFORM,RPT HMIS,Report,MONTH Q,Test CD4 Count,Facility Performance,HMIS Report,District
2207A,DM,Performance management,TEST VIRAL,FACPERFORM,REG EID,Register,MONTH Q,Test Viral Load,Facility Performance,Early Infant Diagnosis Register,District
2207A,DM,Performance management,TEST VIRAL,FACPERFORM,REG VIRAL,Register,MONTH Q,Test Viral Load,Facility Performance,Viral Load Register,District
2207A,DM,Performance management,TEST VIRAL,FACPERFORM,RPT HMIS,Report,MONTH Q,Test Viral Load,Facility Performance,HMIS Report,District
2207A,DM,Performance management,TEST EID,FACPERFORM,REG EID,Register,MONTH Q,Test EID,Facility Performance,Early Infant Diagnosis Register,District
2207A,DM,Performance management,TEST EID,FACPERFORM,REG VIRAL,Register,MONTH Q,Test EID,Facility Performance,Viral Load Register,District
2207A,DM,Performance management,TEST EID,FACPERFORM,RPT HMIS,Report,MONTH Q,Test EID,Facility Performance,HMIS Report,District
2207A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,FORM HTC,Report,MONTH Q,Drug Supply,Drug Supply,HTC Form,District
2207A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,REG HTC,Register,MONTH Q,Drug Supply,Drug Supply,HIV Testing and Counseling Register,District
2207A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,FORM HTC,Report,MONTH Q,Drug Supply,Drug Supply,HTC Form,District
2207A,DM,Program Efficiency,DRUG SUPPLY,DRUG SUPPLY,REG HTC,Register,MONTH Q,Drug Supply,Drug Supply,HIV Testing and Counseling Register,District
2301A,DM,Drugs,DRUG SUPPLY,PRIORITIZE RESOURCE,PER COOR ART,Person,ASNEED,Drug Supply,Resource Prioritization,ART Coordinator,District
2301A,DM,Drugs,DRUG SUPPLY,PRIORITIZE RESOURCE,PER COOR ART,Person,ASNEED,Drug Supply,Resource Prioritization,ART Coordinator,District
2301A,DM,Drugs,DRUG SUPPLY,PRIORITIZE RESOURCE,OFF PHARM,Program Office or Location,ASNEED,Drug Supply,Resource Prioritization,Pharmacy,District
2301A,DM,Drugs,DRUG SUPPLY,PRIORITIZE RESOURCE,OFF PHARM,Program Office or Location,ASNEED,Drug Supply,Resource Prioritization,Pharmacy,District
2301A,DM,Drugs,DRUG SUPPLY,PRIORITIZE RESOURCE,PER FACINCHGE,Person,ASNEED,Drug Supply,Resource Prioritization,Facility in Chart,District
2301A,DM,Drugs,DRUG SUPPLY,PRIORITIZE RESOURCE,PER FACINCHGE,Person,ASNEED,Drug Supply,Resource Prioritization,Facility in Chart,District
2301A,DM,HTC,TEST,NONE,PARTNER MSF,External Partner,ASNEED,Number of individuals tested,Not Transmitted,Doctors without Borders,District
2301A,DM,Retention,DEFAULT,PROGPERFORM,PARTNER MSF,External Partner,QUARTERLY,Defaulters,Program Performance,Doctors without Borders,District
2301A,DM,VMMC,VMMC CIRCUMCISED,PROGPERFORM,PER COOR,Person,MONTHLY,VMMC Circumcised,Program Performance,Coordinator,District
2301A,DM,VMMC,VMMC CIRCUMCISED,PROGPERFORM,PARTNER PSI,External Partner,MONTHLY,VMMC Circumcised,Program Performance,Partner PSI,District
2301A,DM,Resource targeting,NA,PROGTARGET,MI,NA,MI,Not Available,Program Targeting,Missing Information,District
2301A,DM,Performance management,NA,DONTKNOW,NA,,NA,Not Available,Don't Know,Not Available,District
2302A,DM,Drugs,MI,FOLLOWUP,MI,NA,MI,Missing Information,Default Followup,Missing Information,District
2302A,DM,Drugs,MI,PRIORITIZE RESOURCE,MI,NA,Mi,Missing Information,Resource Prioritization,Missing Information,District
2302A,DM,HTC,TEST HIV,GAP,PER COOR ART,Person,QUARTERLY,Test HIV,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIV,GAP,PER COOR ART,Person,QUARTERLY,Test HIV,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIV,GAP,PER COOR ART,Person,QUARTERLY,Test HIV,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIV,GAP,PER COOR ART,Person,QUARTERLY,Test HIV,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIV,TREND,PER COOR ART,Person,QUARTERLY,Test HIV,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIV,TREND,PER COOR ART,Person,QUARTERLY,Test HIV,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIV,TREND,PER COOR ART,Person,QUARTERLY,Test HIV,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIV,TREND,PER COOR ART,Person,QUARTERLY,Test HIV,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIVNEG,GAP,PER COOR ART,Person,QUARTERLY,Test HIV Negative,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIVNEG,GAP,PER COOR ART,Person,QUARTERLY,Test HIV Negative,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIVNEG,GAP,PER COOR ART,Person,QUARTERLY,Test HIV Negative,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIVNEG,GAP,PER COOR ART,Person,QUARTERLY,Test HIV Negative,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIVNEG,TREND,PER COOR ART,Person,QUARTERLY,Test HIV Negative,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIVNEG,TREND,PER COOR ART,Person,QUARTERLY,Test HIV Negative,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIVNEG,TREND,PER COOR ART,Person,QUARTERLY,Test HIV Negative,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIVNEG,TREND,PER COOR ART,Person,QUARTERLY,Test HIV Negative,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIVPOS,GAP,PER COOR ART,Person,QUARTERLY,Test HIV Positive,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIVPOS,GAP,PER COOR ART,Person,QUARTERLY,Test HIV Positive,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIVPOS,GAP,PER COOR ART,Person,QUARTERLY,Test HIV Positive,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIVPOS,GAP,PER COOR ART,Person,QUARTERLY,Test HIV Positive,Identify Gap,ART Coordinator,District
2302A,DM,HTC,TEST HIVPOS,TREND,PER COOR ART,Person,QUARTERLY,Test HIV Positive,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIVPOS,TREND,PER COOR ART,Person,QUARTERLY,Test HIV Positive,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIVPOS,TREND,PER COOR ART,Person,QUARTERLY,Test HIV Positive,Identify Trend,ART Coordinator,District
2302A,DM,HTC,TEST HIVPOS,TREND,PER COOR ART,Person,QUARTERLY,Test HIV Positive,Identify Trend,ART Coordinator,District
2302A,DM,Linkage,TEST,DESIGN,PER COOR ART,Person,QUARTERLY,Number of individuals tested,Program Design,ART Coordinator,District
2302A,DM,Linkage,TEST,DESIGN,PER COOR ART,Person,QUARTERLY,Number of individuals tested,Program Design,ART Coordinator,District
2302A,DM,Linkage,TEST,DESIGN,PER COOR ART,Person,QUARTERLY,Number of individuals tested,Program Design,ART Coordinator,District
2302A,DM,Linkage,TEST,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Number of individuals tested,Program Design,Doctors without Borders,District
2302A,DM,Linkage,TEST,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Number of individuals tested,Program Design,Doctors without Borders,District
2302A,DM,Linkage,TEST,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Number of individuals tested,Program Design,Doctors without Borders,District
2302A,DM,Linkage,REFER,DESIGN,PER COOR ART,Person,QUARTERLY,Referral,Program Design,ART Coordinator,District
2302A,DM,Linkage,REFER,DESIGN,PER COOR ART,Person,QUARTERLY,Referral,Program Design,ART Coordinator,District
2302A,DM,Linkage,REFER,DESIGN,PER COOR ART,Person,QUARTERLY,Referral,Program Design,ART Coordinator,District
2302A,DM,Linkage,REFER,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Referral,Program Design,Doctors without Borders,District
2302A,DM,Linkage,REFER,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Referral,Program Design,Doctors without Borders,District
2302A,DM,Linkage,REFER,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Referral,Program Design,Doctors without Borders,District
2302A,DM,Linkage,TREAT,DESIGN,PER COOR ART,Person,QUARTERLY,Patients Treated,Program Design,ART Coordinator,District
2302A,DM,Linkage,TREAT,DESIGN,PER COOR ART,Person,QUARTERLY,Patients Treated,Program Design,ART Coordinator,District
2302A,DM,Linkage,TREAT,DESIGN,PER COOR ART,Person,QUARTERLY,Patients Treated,Program Design,ART Coordinator,District
2302A,DM,Linkage,TREAT,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Patients Treated,Program Design,Doctors without Borders,District
2302A,DM,Linkage,TREAT,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Patients Treated,Program Design,Doctors without Borders,District
2302A,DM,Linkage,TREAT,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Patients Treated,Program Design,Doctors without Borders,District
2302A,DM,Linkage,SUPPORT,DESIGN,PER COOR ART,Person,QUARTERLY,Joined Support Group,Program Design,ART Coordinator,District
2302A,DM,Linkage,SUPPORT,DESIGN,PER COOR ART,Person,QUARTERLY,Joined Support Group,Program Design,ART Coordinator,District
2302A,DM,Linkage,SUPPORT,DESIGN,PER COOR ART,Person,QUARTERLY,Joined Support Group,Program Design,ART Coordinator,District
2302A,DM,Linkage,SUPPORT,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Joined Support Group,Program Design,Doctors without Borders,District
2302A,DM,Linkage,SUPPORT,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Joined Support Group,Program Design,Doctors without Borders,District
2302A,DM,Linkage,SUPPORT,DESIGN,PARTNER MSF,External Partner,QUARTERLY,Joined Support Group,Program Design,Doctors without Borders,District
2302A,DM,Retention,DEFAULT,DESIGN,PER COOR ART,Person,MI,Defaulters,Program Design,ART Coordinator,District
2302A,DM,Retention,DEFAULT,DESIGN,PER COOR ART,Person,MI,Defaulters,Program Design,ART Coordinator,District
2302A,DM,Retention,DEFAULT,DESIGN,PER COOR ART,Person,MI,Defaulters,Program Design,ART Coordinator,District
2302A,DM,Retention,DEFAULT,DESIGN,PER COOR ART,Person,MI,Defaulters,Program Design,ART Coordinator,District
2302A,DM,VMMC,UPTAKE,BARRIER,PER COOR VMMC,Person,QUARTERLY,Increase Uptake/Demand Creation,Address Barrier,VMMC Cooordinator,District
2302A,DM,PMTCT,MALEINVOLVE,NONE,PER COOR PMTCT,Person,QUARTERLY,Level Of Male Involvement,Not Transmitted,PMTCT Coordinator,District
2302A,DM,PMTCT,TEST HIVPOS MOTHER,NONE,PER COOR PMTCT,Person,QUARTERLY,Mothers Tested HIV Positive,Not Transmitted,PMTCT Coordinator,District
2302A,DM,Resource targeting,PROGCOVER,PROGCOVER,RPT CBO,Report,MONTHLY,Program Coverage,Program Coverage,CBO Report,District
