Element Code,System,Table,Element,System Type,Level,HIV,Program Area,Goals,Overlap HIV,Goal1,Goal2,Goal3
3355A,HMIS,DHIS,IMCI DEATHS MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3356A,HMIS,DHIS,IMCI DEATHS MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
3357A,HMIS,DHIS,IMCI DEATHS MALNUTRITION 2 TO 11 MONTHS,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
3358A,HMIS,DHIS,IMCI DEATHS OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
3359A,HMIS,DHIS,IMCI DEATHS OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
3360A,HMIS,DHIS,IMCI DEATHS PNEUMONIA FAST BREATHING 12 TO 59 MONTHS,Electronic,District,N,-,-,-,-,-,-
3361A,HMIS,DHIS,IMCI DEATHS PNEUMONIA FAST BREATHING 2 TO 11 MONTHS,Electronic,District,N,-,-,-,-,-,-
3362A,HMIS,DHIS,IMCI DEATHS RED EYE 12 TO 59 MONTHS,Electronic,District,N,-,-,-,-,-,-
3363A,HMIS,DHIS,IMCI DEATHS RED EYE 2 TO 11 MONTHS,Electronic,District,N,-,-,-,-,-,-
3364A,HMIS,DHIS,IMCI LOSES COTRIMOXAZOLE  D,Electronic,District,N,-,-,-,-,-,-
3365A,HMIS,DHIS,IMCI LOSES EYE OINTMENT  D,Electronic,District,N,-,-,-,-,-,-
3366A,HMIS,DHIS,IMCI LOSES LA 1X6  D,Electronic,District,N,-,-,-,-,-,-
3367A,HMIS,DHIS,IMCI LOSES LA 2X6  D,Electronic,District,N,-,-,-,-,-,-
3368A,HMIS,DHIS,IMCI LOSES ORS  D,Electronic,District,N,-,-,-,-,-,-
3369A,HMIS,DHIS,IMCI LOSES PARACETAMOL  D,Electronic,District,N,-,-,-,-,-,-
3370A,HMIS,DHIS,IMCI LOSES ZINC  D,Electronic,District,N,-,-,-,-,-,-
3371A,HMIS,DHIS,IMCI NEW CASES ANAEMIA PALLOR 12 TO 59 MONTHS,Electronic,District,N,-,-,-,-,-,-
3372A,HMIS,DHIS,IMCI NEW CASES ANAEMIA PALLOR 2 TO 11 MONTHS,Electronic,District,N,-,-,-,-,-,-
3373A,HMIS,DHIS,IMCI NEW CASES BY GENDER FEMALE,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
3374A,HMIS,DHIS,IMCI NEW CASES BY GENDER MALE,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
3375A,HMIS,DHIS,IMCI NEW CASES DIARRHOEA 12 TO 59 MONTHS,Electronic,District,N,-,-,-,-,-,-
3376A,HMIS,DHIS,IMCI NEW CASES DIARRHOEA 2 TO 11 MONTHS,Electronic,District,N,-,-,-,-,-,-
3377A,HMIS,DHIS,IMCI NEW CASES MALARIA FEVER 12 TO 59 MONTHS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3378A,HMIS,DHIS,IMCI NEW CASES MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3379A,HMIS,DHIS,IMCI NEW CASES MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
3380A,HMIS,DHIS,IMCI NEW CASES MALNUTRITION 2 TO 11 MONTHS,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
3381A,HMIS,DHIS,IMCI NEW CASES OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
3382A,HMIS,DHIS,IMCI NEW CASES OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
3383A,HMIS,DHIS,IMCI NEW CASES PNEUMONIA FAST BREATHING 12 TO 59 MONTHS,Electronic,District,N,MALARIA,3,Y,Linkage ,-,-
3384A,HMIS,DHIS,IMCI NEW CASES PNEUMONIA FAST BREATHING 2 TO 11 MONTHS,Electronic,District,N,MALARIA,3,Y,Linkage ,-,-
3385A,HMIS,DHIS,IMCI NEW CASES RED EYE 12 TO 59 MONTHS,Electronic,District,N,NUTRITION,3,Y,Linkage ,-,-
3386A,HMIS,DHIS,IMCI NEW CASES RED EYE 2 TO 11 MONTHS,Electronic,District,N,NUTRITION,3,Y,Linkage ,-,-
3387A,HMIS,DHIS,IMCI NEW SOH COTRIMOXAZOLE  H,Electronic,District,N,-,-,-,-,-,-
3388A,HMIS,DHIS,IMCI NEW SOH EYE OINTMENT  H,Electronic,District,N,-,-,-,-,-,-
3389A,HMIS,DHIS,IMCI NEW SOH LA 1X6  H,Electronic,District,N,-,-,-,-,-,-
3390A,HMIS,DHIS,IMCI NEW SOH LA 2X6  H,Electronic,District,N,-,-,-,-,-,-
3391A,HMIS,DHIS,IMCI NEW SOH ORS  H,Electronic,District,N,-,-,-,-,-,-
3392A,HMIS,DHIS,IMCI NEW SOH PARACETAMOL  H,Electronic,District,N,-,-,-,-,-,-
3393A,HMIS,DHIS,IMCI NEW SOH ZINC  H,Electronic,District,N,-,-,-,-,-,-
3394A,HMIS,DHIS,IMCI QTY RECEIVED COTRIMOXAZOLE  G,Electronic,District,N,-,-,-,-,-,-
3395A,HMIS,DHIS,IMCI QTY RECEIVED EYE OINTMENT  G,Electronic,District,N,-,-,-,-,-,-
3396A,HMIS,DHIS,IMCI QTY RECEIVED LA 1X6  G,Electronic,District,N,-,-,-,-,-,-
3397A,HMIS,DHIS,IMCI QTY RECEIVED LA 2X6  G,Electronic,District,N,-,-,-,-,-,-
3398A,HMIS,DHIS,IMCI QTY RECEIVED ORS  G,Electronic,District,N,-,-,-,-,-,-
3399A,HMIS,DHIS,IMCI QTY RECEIVED PARACETAMOL  G,Electronic,District,N,-,-,-,-,-,-
3400A,HMIS,DHIS,IMCI QTY RECEIVED ZINC  G,Electronic,District,N,-,-,-,-,-,-
3401A,HMIS,DHIS,IMCI QUANTITY DISPENSED COTRIMOXAZOLE  B,Electronic,District,N,-,-,-,-,-,-
3402A,HMIS,DHIS,IMCI QUANTITY DISPENSED EYE OINTMENT  B,Electronic,District,N,-,-,-,-,-,-
3403A,HMIS,DHIS,IMCI QUANTITY DISPENSED LA 1X6  B,Electronic,District,N,-,-,-,-,-,-
3404A,HMIS,DHIS,IMCI QUANTITY DISPENSED LA 2X6  B,Electronic,District,N,-,-,-,-,-,-
3405A,HMIS,DHIS,IMCI QUANTITY DISPENSED ORS  B,Electronic,District,N,-,-,-,-,-,-
3406A,HMIS,DHIS,IMCI QUANTITY DISPENSED PARACETAMOL  B,Electronic,District,N,-,-,-,-,-,-
3407A,HMIS,DHIS,IMCI QUANTITY DISPENSED ZINC  B,Electronic,District,N,-,-,-,-,-,-
3408A,HMIS,DHIS,IMCI QUANTITY ON HAND COTRIMOXAZOLE  A,Electronic,District,N,-,-,-,-,-,-
3409A,HMIS,DHIS,IMCI QUANTITY ON HAND EYE OINTMENT  A,Electronic,District,N,-,-,-,-,-,-
3410A,HMIS,DHIS,IMCI QUANTITY ON HAND LA 1X6  A,Electronic,District,N,-,-,-,-,-,-
3411A,HMIS,DHIS,IMCI QUANTITY ON HAND LA 2X6  A,Electronic,District,N,-,-,-,-,-,-
3412A,HMIS,DHIS,IMCI QUANTITY ON HAND ORS  A,Electronic,District,N,-,-,-,-,-,-
3413A,HMIS,DHIS,IMCI QUANTITY ON HAND PARACETAMOL  A,Electronic,District,N,-,-,-,-,-,-
3414A,HMIS,DHIS,IMCI QUANTITY ON HAND ZINC  A,Electronic,District,N,-,-,-,-,-,-
3415A,HMIS,DHIS,IMCI REFERRALS ANAEMIA PALLOR 12 TO 59 MONTHS,Electronic,District,N,-,-,-,-,-,-
3416A,HMIS,DHIS,IMCI REFERRALS ANAEMIA PALLOR 2 TO 11 MONTHS,Electronic,District,N,-,-,-,-,-,-
3417A,HMIS,DHIS,IMCI REFERRALS DIARRHOEA 12 TO 59 MONTHS,Electronic,District,N,-,-,-,-,-,-
3418A,HMIS,DHIS,IMCI REFERRALS DIARRHOEA 2 TO 11 MONTHS,Electronic,District,N,-,-,-,-,-,-
3419A,HMIS,DHIS,IMCI REFERRALS MALARIA FEVER 12 TO 59 MONTHS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3420A,HMIS,DHIS,IMCI REFERRALS MALARIA FEVER 2 TO 11 MONTHS,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3421A,HMIS,DHIS,IMCI REFERRALS MALNUTRITION 12 TO 59 MONTHS,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
3422A,HMIS,DHIS,IMCI REFERRALS MALNUTRITION 2 TO 11 MONTHS,Electronic,District,y,NUTRITION,3,Y,Linkage ,-,-
3423A,HMIS,DHIS,IMCI REFERRALS OTHER CONDITIONS 12 TO 59 MONTHS,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
3424A,HMIS,DHIS,IMCI REFERRALS OTHER CONDITIONS 2 TO 11 MONTHS,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
3425A,HMIS,DHIS,IMCI REFERRALS PNEUMONIA FAST BREATHING 12 TO 59 MONTHS,Electronic,District,N,-,-,-,-,-,-
3426A,HMIS,DHIS,IMCI REFERRALS PNEUMONIA FAST BREATHING 2 TO 11 MONTHS,Electronic,District,N,-,-,-,-,-,-
3427A,HMIS,DHIS,IMCI REFERRALS RED EYE 12 TO 59 MONTHS,Electronic,District,N,-,-,-,-,-,-
3428A,HMIS,DHIS,IMCI REFERRALS RED EYE 2 TO 11 MONTHS,Electronic,District,N,-,-,-,-,-,-
3429A,HMIS,DHIS,INCINERATOR AND PLACENTA DISPOSAL PIT HEALTH CENTRES,Electronic,District,N,-,-,-,-,-,-
3430A,HMIS,DHIS,INCOME ALL SOURCES,Electronic,District,N,-,-,-,-,-,-
3431A,HMIS,DHIS,INCOME COST SHARING,Electronic,District,N,-,-,-,-,-,-
3432A,HMIS,DHIS,INTESTINAL WORMS ADMISSION,Electronic,District,N,-,-,-,-,-,-
3433A,HMIS,DHIS,INTESTINAL WORMS INPATIENT DEATH,Electronic,District,N,-,-,-,-,-,-
3434A,HMIS,DHIS,INTESTINAL WORMS NEW,Electronic,District,N,-,-,-,-,-,-
3435A,HMIS,DHIS,KMC BABIES INITIATED ON AMBULATORY KMC,Electronic,District,N,-,-,-,-,-,-
3436A,HMIS,DHIS,KMC LBW BABIES INITIATED ON AMBULATORY KMC,Electronic,District,N,-,-,-,-,-,-
3437A,HMIS,DHIS,KMC NUMBER OF BABIES DISCHARGED ALIVE,Electronic,District,N,-,-,-,-,-,-
3438A,HMIS,DHIS,KMC NUMBER OF BABIES EXPECTED FOR KMC FOLLOW UP,Electronic,District,N,-,-,-,-,-,-
3439A,HMIS,DHIS,KMC NUMBER OF BABIES INITIATED ON KMC,Electronic,District,N,-,-,-,-,-,-
3440A,HMIS,DHIS,KMC NUMBER OF BABIES INITIATED ON KMC REF IN,Electronic,District,N,-,-,-,-,-,-
3441A,HMIS,DHIS,KMC NUMBER OF BABIES INITIATED ON KMC REF OUT,Electronic,District,N,-,-,-,-,-,-
3442A,HMIS,DHIS,KMC NUMBER OF BABIES THAT ATTENDED ATLEAST 1 KMC FOLLOW UP,Electronic,District,N,-,-,-,-,-,-
3443A,HMIS,DHIS,KMC NUMBER OF BABIES WHO ABSCONDED FROM KMC,Electronic,District,N,-,-,-,-,-,-
3444A,HMIS,DHIS,KMC NUMBER OF BABIES WHO DIED BEFORE DISCHARGE,Electronic,District,N,-,-,-,-,-,-
3445A,HMIS,DHIS,KMC NUMBER OF LBW BABIES,Electronic,District,N,-,-,-,-,-,-
3446A,HMIS,DHIS,KMC NUMBER OF PRE TERM BABIES,Electronic,District,N,-,-,-,-,-,-
3447A,HMIS,DHIS,LAB ACID PHOSPHATASE,Electronic,District,N,-,-,-,-,-,-
3448A,HMIS,DHIS,LAB ADULT CELL PACKS,Electronic,District,N,-,-,-,-,-,-
3449A,HMIS,DHIS,LAB ALBUMIN,Electronic,District,N,-,-,-,-,-,-
3450A,HMIS,DHIS,LAB ALKALINE PHOSPHATASE,Electronic,District,N,-,-,-,-,-,-
3451A,HMIS,DHIS,LAB AMYLASE,Electronic,District,N,-,-,-,-,-,-
3452A,HMIS,DHIS,LAB BICARBONATE,Electronic,District,N,-,-,-,-,-,-
3453A,HMIS,DHIS,LAB BILURUBIN TOTAL,Electronic,District,N,-,-,-,-,-,-
3454A,HMIS,DHIS,LAB BIRULUBIN DIRECT,Electronic,District,N,-,-,-,-,-,-
3455A,HMIS,DHIS,LAB BLEEDING TIME,Electronic,District,N,-,-,-,-,-,-
3456A,HMIS,DHIS,LAB BLOOD GROUPING,Electronic,District,N,-,-,-,-,-,-
3457A,HMIS,DHIS,LAB CALCIUM,Electronic,District,N,-,-,-,-,-,-
3458A,HMIS,DHIS,LAB CD4 EPIC,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3459A,HMIS,DHIS,LAB CHLORIDE,Electronic,District,N,-,-,-,-,-,-
3460A,HMIS,DHIS,LAB CHOLESTEROL,Electronic,District,N,-,-,-,-,-,-
3461A,HMIS,DHIS,LAB CLOTTING TIME,Electronic,District,N,-,-,-,-,-,-
3462A,HMIS,DHIS,LAB CPK,Electronic,District,N,-,-,-,-,-,-
3463A,HMIS,DHIS,LAB CREATININE,Electronic,District,N,-,-,-,-,-,-
3464A,HMIS,DHIS,LAB CRYOS,Electronic,District,Y,HTC,23,Y,HTC ,Linkage ,-
3465A,HMIS,DHIS,LAB CSF PROTEIN,Electronic,District,N,-,-,-,-,-,-
3466A,HMIS,DHIS,LAB DNA,Electronic,District,N,-,-,-,-,-,-
3467A,HMIS,DHIS,LAB ERYTHROCYTES SEDIMENTATION RATE,Electronic,District,N,-,-,-,-,-,-
3468A,HMIS,DHIS,LAB FBC,Electronic,District,N,-,-,-,-,-,-
3469A,HMIS,DHIS,LAB FECALYSIS,Electronic,District,N,-,-,-,-,-,-
3470A,HMIS,DHIS,LAB FFP,Electronic,District,N,-,-,-,-,-,-
3471A,HMIS,DHIS,LAB GGT,Electronic,District,N,-,-,-,-,-,-
3472A,HMIS,DHIS,LAB GLUCOSE,Electronic,District,N,-,-,-,-,-,-
3473A,HMIS,DHIS,LAB GOT,Electronic,District,N,-,-,-,-,-,-
3474A,HMIS,DHIS,LAB GPT,Electronic,District,N,-,-,-,-,-,-
3475A,HMIS,DHIS,LAB GRAM NEGATIVE DIPLOCOCCI,Electronic,District,N,-,-,-,-,-,-
3476A,HMIS,DHIS,LAB GRAM STAIN,Electronic,District,N,-,-,-,-,-,-
3477A,HMIS,DHIS,LAB HEMOGLOBIN,Electronic,District,N,-,-,-,-,-,-
3478A,HMIS,DHIS,LAB HEPATITIS B,Electronic,District,N,-,-,-,-,-,-
3479A,HMIS,DHIS,LAB HEPATITIS C,Electronic,District,N,-,-,-,-,-,-
3480A,HMIS,DHIS,LAB HIV DETERMINE,Electronic,District,Y,HTC,24,Y,HTC ,Retention,-
3481A,HMIS,DHIS,LAB INDIAN INK,Electronic,District,N,-,-,-,-,-,-
3482A,HMIS,DHIS,LAB LABORATORY TECHN IN POST,Electronic,District,N,-,-,-,-,-,-
3483A,HMIS,DHIS,LAB LACTATE LDH,Electronic,District,N,-,-,-,-,-,-
3484A,HMIS,DHIS,LAB LIVER FUNCTIONAL TEST,Electronic,District,N,-,-,-,-,-,-
3485A,HMIS,DHIS,LAB MALARIA MICROSCOPY,Electronic,District,Y,MALARIA,3,Y,Linkage ,-,-
3486A,HMIS,DHIS,LAB N MENINGITIDIS,Electronic,District,N,-,-,-,-,-,-
3487A,HMIS,DHIS,LAB NO OF DAYS WITHOUT FUNCTIONAL KEY EQUIPMENT,Electronic,District,Y,OTHER,1,Y,Drugs,-,-
3488A,HMIS,DHIS,LAB NO OF PARASITOLOGICAL TESTS CONDUCTED,Electronic,District,N,-,-,-,-,-,-
3489A,HMIS,DHIS,LAB NUMBER OF BIOCHEMISTRY TESTS CONDUCTED,Electronic,District,N,-,-,-,-,-,-
3490A,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS ORDERED,Electronic,District,Y,BS,1,N,Drugs,-,-
3491A,HMIS,DHIS,LAB NUMBER OF BLOOD PRODUCTS SUPPLIED,Electronic,District,Y,BS,1,N,Drugs,-,-
3492A,HMIS,DHIS,LAB NUMBER OF HEMATOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3493A,HMIS,DHIS,LAB NUMBER OF MICROBIOLOGICAL TESTS CONDUCTED,Electronic,District,N,-,-,-,-,-,-
3494A,HMIS,DHIS,LAB NUMBER OF PANEL TESTS CONDUCTED,Electronic,District,N,-,-,-,-,-,-
3495A,HMIS,DHIS,LAB NUMBER OF PATHOLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3496A,HMIS,DHIS,LAB NUMBER OF SEROLOGICAL TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3497A,HMIS,DHIS,LAB NUMBER OF STOCK OUT DAYS FOR KEY REAGENTS,Electronic,District,Y,DRUGS,1,Y,Drugs,-,-
3498A,HMIS,DHIS,LAB NUMBER OF TB TESTS,Electronic,District,Y,ART,1,Y,Drugs,-,-
3499A,HMIS,DHIS,LAB OTHER,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3500A,HMIS,DHIS,LAB OTHER CULTURE POSITVES,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3501A,HMIS,DHIS,LAB OTHER SLIDE POSITIVES  INCLDING ZN,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3502A,HMIS,DHIS,LAB PEDIATRICS CELL PACKS,Electronic,District,N,-,-,-,-,-,-
3503A,HMIS,DHIS,LAB PHOSPHOROUS,Electronic,District,N,-,-,-,-,-,-
3504A,HMIS,DHIS,LAB PLATELETS,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3505A,HMIS,DHIS,LAB POTASSIUM,Electronic,District,N,-,-,-,-,-,-
3506A,HMIS,DHIS,LAB PREGNANCY TESTS,Electronic,District,Y,PMTCT,16,Y,Drugs,PMTCT,-
3507A,HMIS,DHIS,LAB RBC MORPHOLOGY PBS,Electronic,District,N,-,-,-,-,-,-
3508A,HMIS,DHIS,LAB RDT,Electronic,District,N,-,-,-,-,-,-
3509A,HMIS,DHIS,LAB S HAEMATOBIUM,Electronic,District,N,-,-,-,-,-,-
3510A,HMIS,DHIS,LAB SICKLE CELL,Electronic,District,N,-,-,-,-,-,-
3511A,HMIS,DHIS,LAB SLIDE GRAM STAIN,Electronic,District,N,-,-,-,-,-,-
3512A,HMIS,DHIS,LAB SLIDE POSITIVE WET MOUNT,Electronic,District,Y,ART,14,Y,Drugs,Retention,-
3513A,HMIS,DHIS,LAB SODIUM,Electronic,District,N,-,-,-,-,-,-
3514A,HMIS,DHIS,LAB SPERM COUNTS,Electronic,District,N,-,-,-,-,-,-
3515A,HMIS,DHIS,LAB SPNEUMONIA,Electronic,District,N,-,-,-,-,-,-
3516A,HMIS,DHIS,LAB SYPHILIS,Electronic,District,Y,ART,4,Y,Retention,-,-
3517A,HMIS,DHIS,LAB T VIRGINALS,Electronic,District,N,-,-,-,-,-,-
3518A,HMIS,DHIS,LAB T3,Electronic,District,N,-,-,-,-,-,-
3519A,HMIS,DHIS,LAB T4,Electronic,District,N,-,-,-,-,-,-
3520A,HMIS,DHIS,LAB TOTAL BLOOD CULTURE,Electronic,District,Y,BS,2,N,HTC ,-,-
3521A,HMIS,DHIS,LAB TOTAL BLOOD PRODUCTS ORDERED FROM MBTS,Electronic,District,Y,BS,2,N,HTC ,-,-
3522A,HMIS,DHIS,LAB TOTAL BLOOD PRODUCTS SUPPLIED FROM MBTS,Electronic,District,Y,BS,2,N,HTC ,-,-
3523A,HMIS,DHIS,LAB TOTAL CROSSMATCHING,Electronic,District,N,-,-,-,-,-,-
3524A,HMIS,DHIS,LAB TOTAL CSF,Electronic,District,N,-,-,-,-,-,-
3525A,HMIS,DHIS,LAB TOTAL HVS,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3526A,HMIS,DHIS,LAB TOTAL NUMBER OF TESTS CONDUCTED,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3527A,HMIS,DHIS,LAB TOTAL NUMBER OF TESTS REQUESTED,Electronic,District,Y,HTC,12,Y,Drugs,HTC ,-
3528A,HMIS,DHIS,LAB TOTAL OTHER BODY CULTURES,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3529A,HMIS,DHIS,LAB TOTAL PROTEIN,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3530A,HMIS,DHIS,LAB TOTAL SENSITIVITY TESTS,Electronic,District,Y,HTC,12,Y,Drugs,HTC ,-
3531A,HMIS,DHIS,LAB TOTAL STOOL CULTURE FOR CHOLERA,Electronic,District,n,-,-,-,-,-,-
3532A,HMIS,DHIS,LAB TOTAL STOOL CULTURE FOR SALMONELLA AND SHIGELLA,Electronic,District,N,-,-,-,-,-,-
3533A,HMIS,DHIS,LAB TOTAL URINE CULTURE,Electronic,District,N,-,-,-,-,-,-
3534A,HMIS,DHIS,LAB TOTAL URINE MICROSCOPY,Electronic,District,N,-,-,-,-,-,-
3535A,HMIS,DHIS,LAB TRIGLYCERIDES,Electronic,District,N,-,-,-,-,-,-
3536A,HMIS,DHIS,LAB TSF,Electronic,District,N,-,-,-,-,-,-
3537A,HMIS,DHIS,LAB UREA,Electronic,District,N,-,-,-,-,-,-
3538A,HMIS,DHIS,LAB UREA AND ELECTROLYTES,Electronic,District,N,-,-,-,-,-,-
3539A,HMIS,DHIS,LAB URIC ACID,Electronic,District,N,-,-,-,-,-,-
3540A,HMIS,DHIS,LAB VIRAL LOAD,Electronic,District,Y,HTC,2,Y,HTC ,-,-
3541A,HMIS,DHIS,LEPROSY ADMISSION,Electronic,District,N,-,-,-,-,-,-
3542A,HMIS,DHIS,LEPROSY INPATIENT DEATH,Electronic,District,N,-,-,-,-,-,-
3543A,HMIS,DHIS,LF ADULTS > 15 YEARS,Electronic,District,N,-,-,-,-,-,-
3544A,HMIS,DHIS,LF DRUGS USED,Electronic,District,N,-,-,-,-,-,-
3545A,HMIS,DHIS,LF HDROCOEL,Electronic,District,N,-,-,-,-,-,-
3546A,HMIS,DHIS,LF HELMINTHIASIS,Electronic,District,N,-,-,-,-,-,-
3547A,HMIS,DHIS,LF LYMPHATIC FILARISIS,Electronic,District,N,-,-,-,-,-,-
3548A,HMIS,DHIS,LF LYMPHOEDEMA,Electronic,District,N,-,-,-,-,-,-
3549A,HMIS,DHIS,LF ONCHOCERCIASIS,Electronic,District,N,-,-,-,-,-,-
3550A,HMIS,DHIS,LF POPULATION,Electronic,District,N,-,-,-,-,-,-
3551A,HMIS,DHIS,LF PRE SCHOOL CHILDREN  0 4 YEARS,Electronic,District,N,-,-,-,-,-,-
3552A,HMIS,DHIS,LF SCHITOSOMIASIS,Electronic,District,N,-,-,-,-,-,-
3553A,HMIS,DHIS,LF SCHOOL AGE CHILDREN  5 14 YEARS,Electronic,District,N,-,-,-,-,-,-
3554A,HMIS,DHIS,LF SIGHT PROBLEM,Electronic,District,N,-,-,-,-,-,-
3555A,HMIS,DHIS,LF THERAPEUTIC,Electronic,District,N,-,-,-,-,-,-
3556A,HMIS,DHIS,LF TREATED,Electronic,District,N,-,-,-,-,-,-
3557A,HMIS,DHIS,LF YESNO,Electronic,District,N,-,-,-,-,-,-
3558A,HMIS,DHIS,MA ART MOTHER 1ST OR 2ND TRIMESTER,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3559A,HMIS,DHIS,MA ART MOTHER 3RD TRIMESTER,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3560A,HMIS,DHIS,MA ART MOTHER DURING LABOUR,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3561A,HMIS,DHIS,MA BREASTFEEDING INITIATED BF IN 60MIN,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3562A,HMIS,DHIS,MA DELIVERY MODE BREECH,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3563A,HMIS,DHIS,MA DELIVERY MODE CAESAREAN SECTION,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3564A,HMIS,DHIS,MA DELIVERY MODE SPONTANEOUS VAGINA,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3565A,HMIS,DHIS,MA DELIVERY MODE VACUUM EXTRACTION,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3566A,HMIS,DHIS,MA DELIVERY PLACE HOME TBA,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3567A,HMIS,DHIS,MA DELIVERY PLACE IN TRANSIT,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3568A,HMIS,DHIS,MA DELIVERY PLACE OTHER FACILITY,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3569A,HMIS,DHIS,MA DELIVERY PLACE THIS FACILITY,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3570A,HMIS,DHIS,MA HIV TEST RESULTS NEW +VE,Electronic,District,Y,PMTCT,246,Y,HTC ,Retention,PMTCT
3571A,HMIS,DHIS,MA HIV TEST RESULTS NEW VE,Electronic,District,Y,PMTCT,246,Y,HTC ,Retention,PMTCT
3572A,HMIS,DHIS,MA HIV TEST RESULTS NOT DONE,Electronic,District,Y,PMTCT,26,Y,HTC ,PMTCT,-
3573A,HMIS,DHIS,MA HIV TEST RESULTS PRE VE,Electronic,District,Y,PMTCT,246,Y,HTC ,Retention,PMTCT
3574A,HMIS,DHIS,MA HIV TEST RESULTS PREV +VE,Electronic,District,Y,PMTCT,246,Y,HTC ,Retention,PMTCT
3575A,HMIS,DHIS,MA INFANT SURVIVAL ALIVE EXP NO NVP,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3576A,HMIS,DHIS,MA INFANT SURVIVAL ALIVE EXP NVP,Electronic,District,Y,PMTCT,46,Y,Retention,PMTCT,-
3577A,HMIS,DHIS,MA INFANT SURVIVAL ALIVE NOT HIV EXP,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3578A,HMIS,DHIS,MA INFANT SURVIVAL ALIVE UNKNOWN EXP,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3579A,HMIS,DHIS,MA INFANT SURVIVAL NEONATAL DEATH,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3580A,HMIS,DHIS,MA INFANT SURVIVAL STILL FRESH,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3581A,HMIS,DHIS,MA INFANT SURVIVAL STILLBIRTH MACERATED,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
3582A,HMIS,DHIS,MA MOTHER NOT ON ART,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3583A,HMIS,DHIS,MA MOTHER START BEFORE PREGNANCY,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3584A,HMIS,DHIS,MA NEWBORN COMPLICATIONS ASPHYXIA,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3585A,HMIS,DHIS,MA NEWBORN COMPLICATIONS NONE,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3586A,HMIS,DHIS,MA NEWBORN COMPLICATIONS OTHER,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
3587A,HMIS,DHIS,MA NEWBORN COMPLICATIONS PREMATURITY,Electronic,District,Y,PMTCT,6,Y,PMTCT,-,-
